#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-09-06T18:12:38 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ57cf059e4c3b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=14	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/510/A21&tab:{J/A+A/510/A21/table2}&key:source=J/A+A/510/A21/table2&HTTPPRM:&&-ref=VIZ57cf059e4c3b&-file=.&-oc.form=dec&-order=I&-out.form=verb&-out=Teff&Teff=[3500, 12000]&-out=logg&logg=[1.5, 5]&-out=M/H&-out=u&-out=a&-out=b&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.max=50&-out.form=HTML Table&
#-source=J/A+A/510/A21/table2
#-order=I
#-out=Teff
#Teff=<=12000
#-out=logg
#logg=>=1.5
#-out=M/H
#M/H=>=-2.5
#-out=u
#-out=a
#-out=b
#

#RESOURCE=yCat_35100021
#Name: J/A+A/510/A21
#Title: Stellar Limb-Darkening Coefficients (Sing, 2010)
#Table	J_A_A_510_A21_table2:
#Name: J/A+A/510/A21/table2
#Title: Limb-darkening coefficients for Kepler
#Column	Teff	(I5)	[3500,50000] Stellar effective temperature	[ucd=phys.temperature.effective]
#Column	logg	(F5.2)	[0,5] Stellar surface gravity	[ucd=phys.gravity]
#Column	M/H	(F5.2)	[-0.5,+1.0] Stellar metallicity (1)	[ucd=phys.abund.Z]
#Column	u	(F7.4)	Linear limb-darkening coefficient (2)	[ucd=pos.distance]
#Column	a	(F7.4)	Quadratic limb-darkening coefficient (2)	[ucd=phot.limbDark]
#Column	b	(F7.4)	Quadratic limb-darkening coefficient (2)	[ucd=phot.limbDark]
#Teff;logg;M/H;u;a;b
#K;[cm/s+2];[Sun]; ; ;
#-----;-----;-----;-------;-------;-------
 8500; 2.00;-2.50; 0.5068; 0.2744; 0.2877
 8750; 2.00;-2.50; 0.4943; 0.2595; 0.2907
 9000; 2.00;-2.50; 0.4856; 0.2525; 0.2886
 9500; 2.00;-2.50; 0.4724; 0.2396; 0.2882
 9750; 2.00;-2.50; 0.4672; 0.2335; 0.2893
10000; 2.00;-2.50; 0.4630; 0.2296; 0.2889
10500; 2.00;-2.50; 0.4557; 0.2217; 0.2897
 3500; 2.50;-2.50; 0.5244; 0.1535; 0.4591
 3750; 2.50;-2.50; 0.5806; 0.3288; 0.3116
 4000; 2.50;-2.50; 0.6518; 0.4709; 0.2239
 4250; 2.50;-2.50; 0.6431; 0.4282; 0.2660
 4500; 2.50;-2.50; 0.6049; 0.3529; 0.3119
 4750; 2.50;-2.50; 0.5770; 0.3163; 0.3227
 5000; 2.50;-2.50; 0.5669; 0.3127; 0.3145
 5250; 2.50;-2.50; 0.5651; 0.3214; 0.3016
 5500; 2.50;-2.50; 0.5616; 0.3224; 0.2961
 5750; 2.50;-2.50; 0.5580; 0.3240; 0.2897
 6000; 2.50;-2.50; 0.5509; 0.3152; 0.2918
 6250; 2.50;-2.50; 0.5452; 0.3084; 0.2932
 6500; 2.50;-2.50; 0.5361; 0.2906; 0.3039
 6750; 2.50;-2.50; 0.5902; 0.4751; 0.1426
 7000; 2.50;-2.50; 0.5835; 0.4493; 0.1662
 7250; 2.50;-2.50; 0.5761; 0.4226; 0.1900
 7500; 2.50;-2.50; 0.5653; 0.3957; 0.2100
 7750; 2.50;-2.50; 0.5515; 0.3623; 0.2342
 8000; 2.50;-2.50; 0.5358; 0.3248; 0.2611
 8500; 2.50;-2.50; 0.5049; 0.2731; 0.2869
 8750; 2.50;-2.50; 0.4907; 0.2556; 0.2911
 9000; 2.50;-2.50; 0.4790; 0.2430; 0.2921
 9500; 2.50;-2.50; 0.4623; 0.2281; 0.2899
 9750; 2.50;-2.50; 0.4558; 0.2222; 0.2891
10000; 2.50;-2.50; 0.4499; 0.2156; 0.2899
10500; 2.50;-2.50; 0.4400; 0.2068; 0.2885
11000; 2.50;-2.50; 0.4313; 0.1980; 0.2887
11500; 2.50;-2.50; 0.4240; 0.1911; 0.2883
12000; 2.50;-2.50; 0.4177; 0.1854; 0.2876
 3500; 3.00;-2.50; 0.5213; 0.1036; 0.5171
 3750; 3.00;-2.50; 0.5250; 0.1920; 0.4122
 4000; 3.00;-2.50; 0.5946; 0.3345; 0.3220
 4250; 3.00;-2.50; 0.6219; 0.3726; 0.3086
 4500; 3.00;-2.50; 0.6034; 0.3315; 0.3365
 4750; 3.00;-2.50; 0.5724; 0.2926; 0.3463
 5000; 3.00;-2.50; 0.5608; 0.2874; 0.3383
 5250; 3.00;-2.50; 0.5585; 0.2978; 0.3226
 5500; 3.00;-2.50; 0.5556; 0.3018; 0.3141
 5750; 3.00;-2.50; 0.5531; 0.3078; 0.3037
 6000; 3.00;-2.50; 0.5483; 0.3050; 0.3011
 6250; 3.00;-2.50; 0.5431; 0.3011; 0.2995
 6500; 3.00;-2.50; 0.5356; 0.2896; 0.3044
 6750; 3.00;-2.50; 0.5270; 0.2735; 0.3137
 7000; 3.00;-2.50; 0.5792; 0.4517; 0.1579
 7250; 3.00;-2.50; 0.5723; 0.4252; 0.1821
 7500; 3.00;-2.50; 0.5641; 0.3988; 0.2046
 7750; 3.00;-2.50; 0.5516; 0.3691; 0.2259
 8000; 3.00;-2.50; 0.5369; 0.3389; 0.2451
 8500; 3.00;-2.50; 0.5065; 0.2809; 0.2793
 8750; 3.00;-2.50; 0.4912; 0.2585; 0.2880
 9000; 3.00;-2.50; 0.4776; 0.2414; 0.2924
 9500; 3.00;-2.50; 0.4577; 0.2231; 0.2905
 9750; 3.00;-2.50; 0.4498; 0.2152; 0.2903
10000; 3.00;-2.50; 0.4431; 0.2101; 0.2884
10500; 3.00;-2.50; 0.4312; 0.1991; 0.2873
11000; 3.00;-2.50; 0.4212; 0.1904; 0.2857
11500; 3.00;-2.50; 0.4124; 0.1830; 0.2839
12000; 3.00;-2.50; 0.4044; 0.1765; 0.2821
 3500; 3.50;-2.50; 0.5217; 0.0969; 0.5258
 3750; 3.50;-2.50; 0.5016; 0.1140; 0.4798
 4000; 3.50;-2.50; 0.5362; 0.2173; 0.3948
 4250; 3.50;-2.50; 0.5820; 0.2781; 0.3762
 4500; 3.50;-2.50; 0.5858; 0.2945; 0.3605
 4750; 3.50;-2.50; 0.5665; 0.2700; 0.3670
 5000; 3.50;-2.50; 0.5522; 0.2653; 0.3551
 5250; 3.50;-2.50; 0.5508; 0.2752; 0.3411
 5500; 3.50;-2.50; 0.5506; 0.2850; 0.3287
 5750; 3.50;-2.50; 0.5480; 0.2898; 0.3196
 6000; 3.50;-2.50; 0.5446; 0.2913; 0.3135
 6250; 3.50;-2.50; 0.5400; 0.2918; 0.3073
 6500; 3.50;-2.50; 0.5338; 0.2848; 0.3082
 6750; 3.50;-2.50; 0.5265; 0.2739; 0.3126
 7000; 3.50;-2.50; 0.5187; 0.2604; 0.3197
 7250; 3.50;-2.50; 0.5677; 0.4261; 0.1752
 7500; 3.50;-2.50; 0.5607; 0.4016; 0.1969
 7750; 3.50;-2.50; 0.5516; 0.3729; 0.2212
 8000; 3.50;-2.50; 0.5386; 0.3456; 0.2389
 8500; 3.50;-2.50; 0.5090; 0.2917; 0.2689
 8750; 3.50;-2.50; 0.4941; 0.2670; 0.2812
 9000; 3.50;-2.50; 0.4797; 0.2466; 0.2886
 9500; 3.50;-2.50; 0.4568; 0.2208; 0.2920
 9750; 3.50;-2.50; 0.4476; 0.2112; 0.2926
10000; 3.50;-2.50; 0.4400; 0.2046; 0.2913
10500; 3.50;-2.50; 0.4269; 0.1933; 0.2891
11000; 3.50;-2.50; 0.4160; 0.1857; 0.2851
11500; 3.50;-2.50; 0.4065; 0.1790; 0.2815
12000; 3.50;-2.50; 0.3978; 0.1730; 0.2782
 3500; 4.00;-2.50; 0.5327; 0.1089; 0.5245
 3750; 4.00;-2.50; 0.4900; 0.0874; 0.4983
 4000; 4.00;-2.50; 0.4964; 0.1478; 0.4315
 4250; 4.00;-2.50; 0.5338; 0.1941; 0.4204
 4500; 4.00;-2.50; 0.5493; 0.2291; 0.3963
 4750; 4.00;-2.50; 0.5505; 0.2435; 0.3799
 5000; 4.00;-2.50; 0.5410; 0.2393; 0.3734
 5250; 4.00;-2.50; 0.5405; 0.2525; 0.3564
 5500; 4.00;-2.50; 0.5425; 0.2655; 0.3429
 5750; 4.00;-2.50; 0.5422; 0.2757; 0.3298
 6000; 4.00;-2.50; 0.5394; 0.2761; 0.3258
 6250; 4.00;-2.50; 0.5360; 0.2799; 0.3169
 6500; 4.00;-2.50; 0.5309; 0.2779; 0.3131
 6750; 4.00;-2.50; 0.5247; 0.2710; 0.3141
 7000; 4.00;-2.50; 0.5178; 0.2608; 0.3182
 7250; 4.00;-2.50; 0.5108; 0.2507; 0.3220
 7500; 4.00;-2.50; 0.5082; 0.2457; 0.3249
 7750; 4.00;-2.50; 0.5484; 0.3748; 0.2149
 8000; 4.00;-2.50; 0.5388; 0.3468; 0.2377
 8500; 4.00;-2.50; 0.5117; 0.3022; 0.2593
 8750; 4.00;-2.50; 0.4972; 0.2775; 0.2719
 9000; 4.00;-2.50; 0.4835; 0.2562; 0.2813
 9500; 4.00;-2.50; 0.4589; 0.2250; 0.2895
 9750; 4.00;-2.50; 0.4489; 0.2139; 0.2909
10000; 4.00;-2.50; 0.4401; 0.2045; 0.2917
10500; 4.00;-2.50; 0.4256; 0.1909; 0.2906
11000; 4.00;-2.50; 0.4137; 0.1808; 0.2883
11500; 4.00;-2.50; 0.4031; 0.1723; 0.2856
12000; 4.00;-2.50; 0.3938; 0.1663; 0.2815
 3750; 4.50;-2.50; 0.4972; 0.0852; 0.5099
 4000; 4.50;-2.50; 0.4832; 0.1001; 0.4741
 4250; 4.50;-2.50; 0.4952; 0.1401; 0.4395
 4500; 4.50;-2.50; 0.5110; 0.1554; 0.4401
 4750; 4.50;-2.50; 0.5185; 0.1906; 0.4059
 5000; 4.50;-2.50; 0.5248; 0.2009; 0.4010
 5250; 4.50;-2.50; 0.5258; 0.2212; 0.3770
 5500; 4.50;-2.50; 0.5298; 0.2394; 0.3595
 5750; 4.50;-2.50; 0.5320; 0.2520; 0.3466
 6000; 4.50;-2.50; 0.5310; 0.2541; 0.3426
 6250; 4.50;-2.50; 0.5296; 0.2642; 0.3286
 6500; 4.50;-2.50; 0.5273; 0.2696; 0.3190
 6750; 4.50;-2.50; 0.5225; 0.2672; 0.3161
 7000; 4.50;-2.50; 0.5167; 0.2607; 0.3169
 7250; 4.50;-2.50; 0.5104; 0.2527; 0.3190
 7500; 4.50;-2.50; 0.5029; 0.2392; 0.3264
 7750; 4.50;-2.50; 0.4966; 0.2275; 0.3331
 8000; 4.50;-2.50; 0.5360; 0.3496; 0.2307
 8500; 4.50;-2.50; 0.5146; 0.3007; 0.2647
 8750; 4.50;-2.50; 0.5002; 0.2836; 0.2681
 9000; 4.50;-2.50; 0.4869; 0.2691; 0.2696
 9500; 4.50;-2.50; 0.4616; 0.2299; 0.2869
 9750; 4.50;-2.50; 0.4512; 0.2174; 0.2894
10000; 4.50;-2.50; 0.4418; 0.2074; 0.2902
10500; 4.50;-2.50; 0.4260; 0.1903; 0.2917
11000; 4.50;-2.50; 0.4135; 0.1799; 0.2892
11500; 4.50;-2.50; 0.4026; 0.1715; 0.2860
12000; 4.50;-2.50; 0.3928; 0.1646; 0.2824
 4250; 5.00;-2.50; 0.4765; 0.1021; 0.4635
 4500; 5.00;-2.50; 0.4843; 0.1012; 0.4742
 4750; 5.00;-2.50; 0.4854; 0.1324; 0.4369
 5000; 5.00;-2.50; 0.4979; 0.1477; 0.4334
 5250; 5.00;-2.50; 0.5063; 0.1840; 0.3989
 5500; 5.00;-2.50; 0.5142; 0.2074; 0.3797
 5750; 5.00;-2.50; 0.5186; 0.2246; 0.3640
 6000; 5.00;-2.50; 0.5180; 0.2292; 0.3576
 6250; 5.00;-2.50; 0.5209; 0.2433; 0.3436
 6500; 5.00;-2.50; 0.5205; 0.2534; 0.3306
 6750; 5.00;-2.50; 0.5175; 0.2561; 0.3235
 7000; 5.00;-2.50; 0.5127; 0.2531; 0.3213
 7250; 5.00;-2.50; 0.5079; 0.2496; 0.3197
 7500; 5.00;-2.50; 0.5012; 0.2381; 0.3256
 7750; 5.00;-2.50; 0.4941; 0.2256; 0.3324
 8000; 5.00;-2.50; 0.4860; 0.2106; 0.3409
 8500; 5.00;-2.50; 0.5131; 0.2990; 0.2650
 8750; 5.00;-2.50; 0.5031; 0.2818; 0.2739
 9000; 5.00;-2.50; 0.4884; 0.2808; 0.2569
 9500; 5.00;-2.50; 0.4644; 0.2388; 0.2793
 9750; 5.00;-2.50; 0.4537; 0.2238; 0.2846
10000; 5.00;-2.50; 0.4437; 0.2110; 0.2881
10500; 5.00;-2.50; 0.4271; 0.1926; 0.2902
11000; 5.00;-2.50; 0.4138; 0.1788; 0.2909
11500; 5.00;-2.50; 0.4027; 0.1700; 0.2881
12000; 5.00;-2.50; 0.3927; 0.1626; 0.2848
 3500; 1.50;-2.00; 0.6725; 0.5721; 0.1243
 3750; 1.50;-2.00; 0.7260; 0.7276;-0.0019
 4000; 1.50;-2.00; 0.7039; 0.6472; 0.0701
 4250; 1.50;-2.00; 0.6700; 0.5398; 0.1611
 4500; 1.50;-2.00; 0.6359; 0.4689; 0.2068
 4750; 1.50;-2.00; 0.6049; 0.4172; 0.2323
 5000; 1.50;-2.00; 0.5861; 0.3854; 0.2485
 5250; 1.50;-2.00; 0.5790; 0.3810; 0.2450
 5500; 1.50;-2.00; 0.5717; 0.3677; 0.2525
 5750; 1.50;-2.00; 0.5641; 0.3519; 0.2626
 6000; 1.50;-2.00; 0.5552; 0.3312; 0.2772
 6250; 1.50;-2.00; 0.6110; 0.5173; 0.1160
 6500; 1.50;-2.00; 0.6055; 0.4966; 0.1348
 6750; 1.50;-2.00; 0.5994; 0.4699; 0.1602
 7000; 1.50;-2.00; 0.5916; 0.4464; 0.1797
 7250; 1.50;-2.00; 0.5817; 0.4145; 0.2069
 7500; 1.50;-2.00; 0.5687; 0.3780; 0.2361
 7750; 1.50;-2.00; 0.5537; 0.3442; 0.2593
 8000; 1.50;-2.00; 0.5391; 0.3187; 0.2728
 8500; 1.50;-2.00; 0.5126; 0.2812; 0.2865
 3500; 2.00;-2.00; 0.5976; 0.3235; 0.3391
 3750; 2.00;-2.00; 0.6989; 0.6431; 0.0691
 4000; 2.00;-2.00; 0.7063; 0.6341; 0.0895
 4250; 2.00;-2.00; 0.6748; 0.5344; 0.1737
 4500; 2.00;-2.00; 0.6371; 0.4440; 0.2389
 4750; 2.00;-2.00; 0.6016; 0.3834; 0.2701
 5000; 2.00;-2.00; 0.5808; 0.3552; 0.2792
 5250; 2.00;-2.00; 0.5726; 0.3508; 0.2745
 5500; 2.00;-2.00; 0.5669; 0.3462; 0.2731
 5750; 2.00;-2.00; 0.5599; 0.3360; 0.2771
 6000; 2.00;-2.00; 0.5526; 0.3242; 0.2827
 6250; 2.00;-2.00; 0.5461; 0.3109; 0.2911
 6500; 2.00;-2.00; 0.6010; 0.4952; 0.1309
 6750; 2.00;-2.00; 0.5949; 0.4718; 0.1523
 7000; 2.00;-2.00; 0.5878; 0.4452; 0.1765
 7250; 2.00;-2.00; 0.5786; 0.4184; 0.1983
 7500; 2.00;-2.00; 0.5668; 0.3858; 0.2240
 7750; 2.00;-2.00; 0.5521; 0.3491; 0.2512
 8000; 2.00;-2.00; 0.5367; 0.3180; 0.2707
 8500; 2.00;-2.00; 0.5074; 0.2732; 0.2899
 8750; 2.00;-2.00; 0.4954; 0.2609; 0.2903
 9000; 2.00;-2.00; 0.4864; 0.2533; 0.2885
 9500; 2.00;-2.00; 0.4728; 0.2394; 0.2890
 9750; 2.00;-2.00; 0.4679; 0.2344; 0.2890
10000; 2.00;-2.00; 0.4634; 0.2290; 0.2901
10500; 2.00;-2.00; 0.4557; 0.2204; 0.2913
 3500; 2.50;-2.00; 0.5468; 0.1819; 0.4517
 3750; 2.50;-2.00; 0.6267; 0.4421; 0.2285
 4000; 2.50;-2.00; 0.6973; 0.6002; 0.1202
 4250; 2.50;-2.00; 0.6771; 0.5285; 0.1839
 4500; 2.50;-2.00; 0.6404; 0.4345; 0.2550
 4750; 2.50;-2.00; 0.6018; 0.3631; 0.2954
 5000; 2.50;-2.00; 0.5748; 0.3225; 0.3123
 5250; 2.50;-2.00; 0.5669; 0.3227; 0.3023
 5500; 2.50;-2.00; 0.5610; 0.3208; 0.2974
 5750; 2.50;-2.00; 0.5560; 0.3199; 0.2921
 6000; 2.50;-2.00; 0.5502; 0.3144; 0.2919
 6250; 2.50;-2.00; 0.5444; 0.3074; 0.2934
 6500; 2.50;-2.00; 0.5354; 0.2893; 0.3046
 6750; 2.50;-2.00; 0.5900; 0.4717; 0.1463
 7000; 2.50;-2.00; 0.5834; 0.4461; 0.1699
 7250; 2.50;-2.00; 0.5760; 0.4199; 0.1933
 7500; 2.50;-2.00; 0.5650; 0.3918; 0.2143
 7750; 2.50;-2.00; 0.5514; 0.3598; 0.2371
 8000; 2.50;-2.00; 0.5362; 0.3250; 0.2614
 8500; 2.50;-2.00; 0.5052; 0.2715; 0.2892
 8750; 2.50;-2.00; 0.4913; 0.2546; 0.2930
 9000; 2.50;-2.00; 0.4796; 0.2432; 0.2926
 9500; 2.50;-2.00; 0.4628; 0.2291; 0.2892
 9750; 2.50;-2.00; 0.4560; 0.2217; 0.2900
10000; 2.50;-2.00; 0.4504; 0.2164; 0.2896
10500; 2.50;-2.00; 0.4398; 0.2047; 0.2910
11000; 2.50;-2.00; 0.4309; 0.1963; 0.2904
11500; 2.50;-2.00; 0.4230; 0.1886; 0.2901
12000; 2.50;-2.00; 0.4167; 0.1837; 0.2884
 3500; 3.00;-2.00; 0.5218; 0.1177; 0.5001
 3750; 3.00;-2.00; 0.5530; 0.2508; 0.3740
 4000; 3.00;-2.00; 0.6502; 0.4799; 0.2108
 4250; 3.00;-2.00; 0.6761; 0.5146; 0.1999
 4500; 3.00;-2.00; 0.6416; 0.4257; 0.2672
 4750; 3.00;-2.00; 0.6033; 0.3519; 0.3111
 5000; 3.00;-2.00; 0.5774; 0.3214; 0.3169
 5250; 3.00;-2.00; 0.5604; 0.2965; 0.3267
 5500; 3.00;-2.00; 0.5567; 0.3022; 0.3149
 5750; 3.00;-2.00; 0.5527; 0.3048; 0.3069
 6000; 3.00;-2.00; 0.5477; 0.3049; 0.3005
 6250; 3.00;-2.00; 0.5423; 0.3006; 0.2992
 6500; 3.00;-2.00; 0.5349; 0.2889; 0.3045
 6750; 3.00;-2.00; 0.5266; 0.2733; 0.3136
 7000; 3.00;-2.00; 0.5789; 0.4479; 0.1622
 7250; 3.00;-2.00; 0.5723; 0.4227; 0.1851
 7500; 3.00;-2.00; 0.5638; 0.3951; 0.2087
 7750; 3.00;-2.00; 0.5513; 0.3663; 0.2290
 8000; 3.00;-2.00; 0.5370; 0.3380; 0.2463
 8500; 3.00;-2.00; 0.5066; 0.2797; 0.2809
 8750; 3.00;-2.00; 0.4913; 0.2568; 0.2903
 9000; 3.00;-2.00; 0.4777; 0.2403; 0.2938
 9500; 3.00;-2.00; 0.4576; 0.2223; 0.2913
 9750; 3.00;-2.00; 0.4500; 0.2163; 0.2893
10000; 3.00;-2.00; 0.4434; 0.2108; 0.2879
10500; 3.00;-2.00; 0.4313; 0.1988; 0.2878
11000; 3.00;-2.00; 0.4211; 0.1897; 0.2864
11500; 3.00;-2.00; 0.4121; 0.1832; 0.2834
12000; 3.00;-2.00; 0.4038; 0.1763; 0.2816
 3500; 3.50;-2.00; 0.5136; 0.1010; 0.5108
 3750; 3.50;-2.00; 0.5083; 0.1502; 0.4431
 4000; 3.50;-2.00; 0.5782; 0.3134; 0.3277
 4250; 3.50;-2.00; 0.6373; 0.4302; 0.2563
 4500; 3.50;-2.00; 0.6393; 0.4085; 0.2856
 4750; 3.50;-2.00; 0.6027; 0.3398; 0.3255
 5000; 3.50;-2.00; 0.5753; 0.3112; 0.3269
 5250; 3.50;-2.00; 0.5527; 0.2764; 0.3421
 5500; 3.50;-2.00; 0.5506; 0.2802; 0.3346
 5750; 3.50;-2.00; 0.5476; 0.2872; 0.3224
 6000; 3.50;-2.00; 0.5444; 0.2929; 0.3113
 6250; 3.50;-2.00; 0.5394; 0.2919; 0.3063
 6500; 3.50;-2.00; 0.5332; 0.2852; 0.3070
 6750; 3.50;-2.00; 0.5259; 0.2739; 0.3119
 7000; 3.50;-2.00; 0.5186; 0.2616; 0.3182
 7250; 3.50;-2.00; 0.5675; 0.4237; 0.1780
 7500; 3.50;-2.00; 0.5602; 0.3969; 0.2021
 7750; 3.50;-2.00; 0.5511; 0.3695; 0.2248
 8000; 3.50;-2.00; 0.5383; 0.3442; 0.2402
 8500; 3.50;-2.00; 0.5090; 0.2915; 0.2693
 8750; 3.50;-2.00; 0.4941; 0.2654; 0.2830
 9000; 3.50;-2.00; 0.4795; 0.2450; 0.2903
 9500; 3.50;-2.00; 0.4568; 0.2221; 0.2906
 9750; 3.50;-2.00; 0.4475; 0.2124; 0.2909
10000; 3.50;-2.00; 0.4396; 0.2041; 0.2914
10500; 3.50;-2.00; 0.4268; 0.1935; 0.2888
11000; 3.50;-2.00; 0.4164; 0.1876; 0.2832
11500; 3.50;-2.00; 0.4065; 0.1805; 0.2797
12000; 3.50;-2.00; 0.3974; 0.1737; 0.2769
 3500; 4.00;-2.00; 0.7857; 0.4167; 0.4568
 3750; 4.00;-2.00; 0.4901; 0.1093; 0.4714
 4000; 4.00;-2.00; 0.5205; 0.1947; 0.4033
 4250; 4.00;-2.00; 0.5866; 0.3136; 0.3379
 4500; 4.00;-2.00; 0.6301; 0.3721; 0.3193
 4750; 4.00;-2.00; 0.5986; 0.3188; 0.3464
 5000; 4.00;-2.00; 0.5726; 0.2962; 0.3421
 5250; 4.00;-2.00; 0.5514; 0.2762; 0.3406
 5500; 4.00;-2.00; 0.5405; 0.2604; 0.3467
 5750; 4.00;-2.00; 0.5397; 0.2685; 0.3357
 6000; 4.00;-2.00; 0.5391; 0.2785; 0.3226
 6250; 4.00;-2.00; 0.5352; 0.2808; 0.3149
 6500; 4.00;-2.00; 0.5302; 0.2788; 0.3112
 6750; 4.00;-2.00; 0.5240; 0.2712; 0.3129
 7000; 4.00;-2.00; 0.5176; 0.2626; 0.3157
 7250; 4.00;-2.00; 0.5101; 0.2489; 0.3233
 7500; 4.00;-2.00; 0.5095; 0.2486; 0.3230
 7750; 4.00;-2.00; 0.5479; 0.3719; 0.2179
 8000; 4.00;-2.00; 0.5384; 0.3444; 0.2400
 8500; 4.00;-2.00; 0.5110; 0.3000; 0.2611
 8750; 4.00;-2.00; 0.4970; 0.2770; 0.2723
 9000; 4.00;-2.00; 0.4830; 0.2547; 0.2826
 9500; 4.00;-2.00; 0.4582; 0.2234; 0.2906
 9750; 4.00;-2.00; 0.4483; 0.2133; 0.2908
10000; 4.00;-2.00; 0.4397; 0.2052; 0.2903
10500; 4.00;-2.00; 0.4258; 0.1934; 0.2877
11000; 4.00;-2.00; 0.4138; 0.1829; 0.2858
